Country,EdLevel,YearsCodePro,Employment,Salary
Israel,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",9,"Employed, full-time",150660.0
United Kingdom of Great Britain and Northern Ireland,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",22,"Employed, full-time",108050.0
France,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",5,"Employed, full-time",36259.0
Canada,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",1,"Employed, full-time",89016.0
United States of America,Some college/university study without earning a degree,8,"Employed, full-time",120000.0
United Kingdom of Great Britain and Northern Ireland,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",3,"Employed, full-time",100511.0
United States of America,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",6,"Employed, full-time",140000.0
Netherlands,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",2,"Employed, full-time",42228.0
United States of America,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",11,"Employed, full-time",320000.0
Australia,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",19,"Employed, full-time",106157.0
United Kingdom of Great Britain and Northern Ireland,"Other doctoral degree (Ph.D., Ed.D., etc.)",39,"Employed, part-time",75384.0
Greece,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",1,"Employed, full-time",17063.0
United States of America,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",20,"Employed, full-time",200000.0
Czech Republic,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",5,"Employed, full-time",24420.0
Viet Nam,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",1,"Employed, full-time",6216.0
United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",17,"Employed, full-time",160000.0
United States of America,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",5,"Employed, full-time",110000.0
Poland,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",5,"Employed, full-time;Independent contractor, freelancer, or self-employed",27750.0
Netherlands,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",4,"Employed, full-time",62712.0
Germany,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",6,"Employed, full-time",63986.0
Australia,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",1,"Employed, full-time",67940.0
United Kingdom of Great Britain and Northern Ireland,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",15,"Employed, full-time",125639.0
United States of America,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",8,"Employed, full-time",300000.0
United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",6,"Employed, full-time",300000.0
United States of America,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",4,"Employed, full-time",53000.0
Switzerland,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",10,"Employed, full-time",110659.0
United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",3,"Employed, full-time",72000.0
Canada,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",21,"Independent contractor, freelancer, or self-employed",101509.0
Canada,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",3,"Employed, full-time",62467.0
United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",3,"Employed, full-time",50000.0
France,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",9,"Employed, full-time",106644.0
United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",5,"Employed, full-time",1740000.0
Canada,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",27,"Employed, full-time",54659.0
Finland,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",2,"Employed, full-time",38388.0
United Kingdom of Great Britain and Northern Ireland,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",4,"Employed, full-time",60307.0
India,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",13,"Employed, full-time",30948.0
United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",5,"Employed, full-time",262000.0
United Kingdom of Great Britain and Northern Ireland,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",9,"Employed, full-time",50256.0
Canada,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",4,"Employed, full-time",58563.0
United Kingdom of Great Britain and Northern Ireland,Some college/university study without earning a degree,6,"Employed, full-time",56538.0
Portugal,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",11,"Employed, full-time",50123.0
United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",1,"Employed, full-time",200000.0
United Kingdom of Great Britain and Northern Ireland,Some college/university study without earning a degree,28,"Employed, full-time",113075.0
Argentina,Some college/university study without earning a degree,3,"Employed, full-time",13128.0
Hungary,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",2,"Employed, full-time",23436.0
United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",3,"Employed, full-time",90000.0
Germany,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Less than 1 year,"Employed, full-time",614268.0
United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",6,"Employed, full-time",750000.0
Tunisia,"Professional degree (JD, MD, etc.)",3,"Employed, full-time",7908.0
United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",2,"Employed, full-time",70000.0
United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",2,"Employed, full-time",171000.0
United States of America,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",6,"Employed, full-time",6240000.0
France,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",1,"Employed, full-time",26661.0
United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",17,"Employed, full-time",7750000.0
United States of America,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",14,"Employed, full-time",86000.0
United States of America,Some college/university study without earning a degree,9,"Employed, full-time;Independent contractor, freelancer, or self-employed;Employed, part-time",105000.0
Germany,Something else,7,"Employed, full-time",47990.0
United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",2,"Employed, full-time",78000.0
France,Some college/university study without earning a degree,5,"Employed, full-time",72518.0
United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",22,"Employed, full-time",187000.0
India,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",5,"Employed, full-time",64486.0
United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",1,"Employed, full-time",78337.0
Poland,"Other doctoral degree (Ph.D., Ed.D., etc.)",14,"Employed, full-time;Independent contractor, freelancer, or self-employed",27756.0
Australia,Some college/university study without earning a degree,10,"Employed, full-time",81387.0
Hungary,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",8,"Employed, full-time",23436.0
United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",11,"Employed, full-time",215000.0
Canada,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",5,"Employed, full-time",85112.0
Canada,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",2,"Employed, full-time",50755.0
United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",7,"Employed, full-time",150000.0
France,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",6,"Employed, full-time",47990.0
United Kingdom of Great Britain and Northern Ireland,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",16,"Employed, full-time",81666.0
Germany,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",14,"Employed, full-time",170630.0
United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",4,"Employed, full-time",162373.0
France,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",14,"Employed, full-time",69318.0
Canada,"Associate degree (A.A., A.S., etc.)",2,"Employed, full-time",64029.0
United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",1,"Employed, full-time",55000.0
Netherlands,Some college/university study without earning a degree,10,"Employed, full-time",41592.0
Denmark,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",6,"Employed, full-time",86040.0
United States of America,Some college/university study without earning a degree,15,"Employed, full-time",125000.0
United States of America,Some college/university study without earning a degree,31,"Employed, full-time",200000.0
China,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",5,"Independent contractor, freelancer, or self-employed",18024.0
United States of America,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",18,"Employed, full-time;Independent contractor, freelancer, or self-employed",160000.0
United States of America,Some college/university study without earning a degree,12,"Employed, full-time",110000.0
United States of America,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",2,"Employed, full-time",250000.0
United Kingdom of Great Britain and Northern Ireland,Some college/university study without earning a degree,7,"Employed, full-time",71614.0
United States of America,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",26,"Employed, full-time",400000.0
Finland,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",15,"Employed, full-time",69744.0
United States of America,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",4,"Employed, full-time",82000.0
United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",8,"Employed, full-time",125000.0
United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",25,"Employed, full-time",150000.0
United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",7,"Employed, full-time",180000.0
Switzerland,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",1,"Employed, full-time",93078.0
United States of America,"Associate degree (A.A., A.S., etc.)",17,"Employed, full-time",310000.0
Czech Republic,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",17,"Independent contractor, freelancer, or self-employed",93540.0
United States of America,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",20,"Employed, full-time",140000.0
United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",21,"Employed, full-time",95000.0
Finland,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",6,"Employed, full-time",76788.0
United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",7,"Employed, full-time",125000.0
United Kingdom of Great Britain and Northern Ireland,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",2,"Employed, full-time",32666.0
South Africa,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",15,"Employed, full-time;Independent contractor, freelancer, or self-employed",115000.0
Netherlands,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",2,"Employed, full-time",154633.0
Canada,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",5,"Employed, full-time",121030.0
United Kingdom of Great Britain and Northern Ireland,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",3,"Employed, full-time",62820.0
Hungary,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",16,"Employed, full-time",66948.0
Poland,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",12,"Employed, full-time",77700.0
Germany,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",10,"Employed, full-time;Independent contractor, freelancer, or self-employed",90647.0
United Kingdom of Great Britain and Northern Ireland,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",16,"Employed, full-time",59679.0
Netherlands,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",21,"Independent contractor, freelancer, or self-employed",159950.0
Germany,"Other doctoral degree (Ph.D., Ed.D., etc.)",10,"Employed, full-time",95979.0
United Kingdom of Great Britain and Northern Ireland,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",6,"Employed, full-time",72243.0
Canada,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",15,"Employed, full-time",117126.0
Bangladesh,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",6,"Employed, full-time",8184.0
Romania,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",9,"Employed, full-time;Independent contractor, freelancer, or self-employed",36240.0
United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",10,"Employed, full-time",265000.0
Germany,Some college/university study without earning a degree,5,"Employed, full-time",486300.0
Belgium,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",2,"Employed, full-time",29436.0
United Kingdom of Great Britain and Northern Ireland,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",2,"Employed, full-time",44853.0
United States of America,Some college/university study without earning a degree,12,"Employed, full-time",135000.0
Germany,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",5,"Employed, full-time",65268.0
United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",2,"Employed, full-time",110000.0
United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",7,"Employed, full-time",75000.0
Brazil,"Associate degree (A.A., A.S., etc.)",1,"Employed, full-time",112176.0
United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",23,"Employed, full-time",120000.0
United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",6,"Employed, full-time",120000.0
Ukraine,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",17,"Employed, full-time",55000.0
Maldives,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",6,"Employed, full-time",23352.0
Spain,"Other doctoral degree (Ph.D., Ed.D., etc.)",22,"Employed, full-time",53322.0
United States of America,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",8,"Employed, full-time",114000.0
Australia,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",8,"Employed, full-time",1273884.0
United States of America,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",25,"Employed, full-time",161000.0
United States of America,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",11,"Employed, full-time",175000.0
United States of America,Some college/university study without earning a degree,20,"Employed, full-time",172000.0
Canada,"Associate degree (A.A., A.S., etc.)",11,"Employed, full-time",105414.0
Germany,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",3,"Employed, full-time",63984.0
United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",4,"Employed, full-time",400000.0
United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",8,"Employed, full-time",62000.0
United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Less than 1 year,"Employed, full-time",297000.0
Thailand,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",1,"Employed, full-time",17568.0
Poland,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",13,"Employed, full-time",110000.0
Germany,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",11,"Employed, full-time",69318.0
United Kingdom of Great Britain and Northern Ireland,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",5,"Employed, full-time",87948.0
United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",15,"Employed, full-time",200000.0
Austria,"Other doctoral degree (Ph.D., Ed.D., etc.)",30,"Employed, full-time",159966.0
United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",2,"Employed, full-time",75000.0
